0.025425139,0.013844421,6.878063978,1,[],2.469124667,0.499772917
0.025358405,0.01373045,7.194993525,1,[],2.865351661,1
0.02498944,0.013023988,7.405340593,1,[],3.960346529,2.000406287
0.031241749,0.005451326,24.85978445,1,[],1.4,4.000896344
0.028370818,0.006262231,18.72758518,1,[],1.4,6.001310963
0.022759503,0.011783006,9.353564239,0.95,[],1.996015605,0.499809287
0.023361392,0.011636168,9.450766304,0.95,[],1.663900308,0.999997234
0.02421134,0.010361222,9.373424609,0.95,[],2.016112166,2.000444877
0.029632553,0.004470732,43.38152036,0.95,[],1.4,4.000965533
0.027150546,0.005509034,25.16230235,0.95,[],1.4,6.0013334
0.022316841,0.010928468,12.41218051,0.9,[],1.114823748,0.499831622
0.022026431,803.8752408,73.40965799,0.9,[],1.2,1.0000028
0.022104447,0.010944629,9.738175281,0.9,[],1.668059884,2.000436715
0.028633274,0.004538368,62.89577153,0.9,[],1.05,4.00098213
0.026411497,0.005257063,29.29564327,0.9,[],1.4,6.001319398
0.020981864,0.011349399,13.36537945,0.8,[],0.996512319,0.499742114
0.021135952,0.011412319,12.83523304,0.8,[],1.052631716,1.000030804
0.021992251,0.009988044,11.62671765,0.8,[],1.429596003,2.000447745
0.027746534,0.004427111,74.30738816,0.8,[],1.05,4.000932339
0.025708305,0.005007527,29.75726659,0.8,[],1.4,6.001386606
0.020538528,0.011239821,12.60191234,0.7,[],0.953742852,0.499781352
0.020691369,0.013713032,23.35720494,0.7,[],1.050973739,1.000014002
0.02088241,0.010641661,10.02023693,0.7,[],1.536104743,2.00039529
0.027580112,0.004371209,74.76522939,0.7,[],1.05,4.000937871
0.025560108,0.004984616,30.36240603,0.7,[],1.4,6.001367004
0.020532316,0.011331205,13.07447282,0.6,[],0.951019593,0.499764585
0.020912991,0.011368124,12.71124321,0.6,[],1.054294932,0.999972031
0.020992473,0.010317604,10.66431549,0.6,[],1.665265931,2.000422815
0.02730175,0.003993345,66.7423333,0.6,[],1.2,4.00092404
0.025485345,0.004623604,32.6386736,0.6,[],1.4,6.001378205
0.020088364,0.00926497,10.41808221,0.5,[],1.811582242,0.499820523
0.020690501,0.009312331,10.14827009,0.5,[],1.538469883,1.000055938
0.020769989,0.009384371,11.61115575,0.5,[],1.536104743,2.000428484
0.027412961,0.003205414,94.01811895,0.5,[],1.4,4.000924006
0.02518998,0.004806217,29.6552345,0.5,[],1.4,6.001366936
0.021862742,0.008700373,15.24756102,0.4,[],1.327137822,0.499800852
0.020911821,1610.585668,75.21711434,0.4,[],1.436775283,1.000028003
0.021102414,0.009523637,11.4042455,0.4,[],1.427553547,2.000461713
0.02791079,0.003195988,83.09016525,0.4,[],1.4,4.000990394
0.026003263,0.004708587,34.04365854,0.4,[],1.4,6.001358603
0.02230479,0.009270242,13.77585306,0.3,[],1.536104743,0.499792417
0.020908958,0.010745862,8.831072011,0.3,[],1.990062537,0.999999966
0.021990466,0.009934104,8.991359834,0.3,[],1.428568914,2.000453277
0.028909401,0.003427046,80.50929889,0.3,[],1.4,4.000946135
0.027038321,0.005188977,28.11364419,0.3,[],1.4,6.001367004
0.022298259,0.010279381,8.99562129,0.25,[],1.540830377,0.499784119
0.022684779,0.010662824,10.01795143,0.25,[],1.2,1.000022403
0.022877054,0.010662865,8.454408495,0.25,[],1.428568914,2.00042285
0.029685469,0.004428545,40.4490054,0.25,[],1.4,4.00092124
0.028554694,0.005717975,24.95881403,0.25,[],1.4,6.001319398
0.023634472,0.012174837,8.831387523,0.2,[],1.434722628,0.499840125
0.024015934,0.012508417,8.331209701,0.2,[],1.670849188,1.000030769
0.024428858,0.013047802,8.58539079,0.2,[],1.533746865,2.000422918
0.031626956,0.006939179,27.910755,0.2,[],1.4,4.000915707
0.029626303,0.009508882,16.19470734,0.2,[],1.4,6.001375405
0.025408347,0.017974147,6.784842369,0.15,[],2.493774108,0.499831724
0.028675557,0.016979115,8.515627791,0.15,[],1.668059884,1.000033604
0.026315528,0.020662511,6.004856797,0.15,[],1.833177329,2.000395222
0.033346936,0.016201827,16.12616626,0.15,[],1.4,4.000904643
0.031844526,0.017331456,12.22397707,0.15,[],9.804303462,6.001421417
0.028958225,0.037271621,7.338576832,0.1,[],1.670849188,0.499781284
0.029342215,0.041847719,7.60800151,0.1,[],1.249998922,0.999999966
0.029197952,0.045555796,8.841824982,0.1,[],0.768934498,2.000431148
0.035176448,0.034024814,13.40568889,0.1,[],3.333351414,4.000889454
0.02983793,0.081937706,7.979768848,0.05,[],0.832639939,0.499842789
0.03044889,0.08684181,8.645317617,0.05,[],0.689654129,1.000016802
0.030412794,0.059449552,6.733796407,0.05,[],1.824816028,2.000706237
,,,,,,
R0,R1,C ,SOC ,,m,c-rate
